segmentid,ObservationTime
1548812,2020-07-01 00:03:00,2020-07-01 12:18:00,2020-07-01 12:23:00,
5874022,2020-07-01 00:03:00,2020-07-01 00:08:00,2020-07-01 00:14:00,2020-07-01 07:43:00,2020-07-01 09:33:00,2020-07-01 17:18:00,2020-07-01 23:23:00,
5873980,2020-07-01 00:03:00,2020-07-01 03:49:00,2020-07-01 03:53:00,2020-07-01 13:33:00,2020-07-01 23:53:00,
646944,2020-07-01 00:08:00,
4124232,2020-07-01 00:08:00,2020-07-01 00:14:00,2020-07-01 21:28:00,2020-07-01 21:33:00,2020-07-01 21:38:00,2020-07-01 21:43:00,
1602678,2020-07-01 00:08:00,2020-07-01 01:08:00,2020-07-01 01:48:00,2020-07-01 01:53:00,2020-07-01 01:58:00,2020-07-01 20:48:00,
5859013,2020-07-01 00:14:00,
1555064,2020-07-01 00:18:00,2020-07-01 00:23:00,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 07:58:00,2020-07-01 08:03:00,2020-07-01 09:18:00,2020-07-01 19:38:00,2020-07-01 20:08:00,
5605489,2020-07-01 00:18:00,2020-07-01 00:23:00,2020-07-01 00:28:00,
645872,2020-07-01 00:18:00,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 07:28:00,2020-07-01 07:33:00,2020-07-01 08:38:00,2020-07-01 08:43:00,2020-07-01 08:48:00,2020-07-01 08:53:00,2020-07-01 09:23:00,2020-07-01 09:28:00,2020-07-01 09:33:00,2020-07-01 09:38:00,2020-07-01 09:43:00,2020-07-01 09:48:00,2020-07-01 11:13:00,2020-07-01 11:23:00,2020-07-01 11:28:00,2020-07-01 14:53:00,2020-07-01 14:58:00,2020-07-01 15:03:00,2020-07-01 15:08:00,2020-07-01 15:13:00,2020-07-01 15:18:00,2020-07-01 16:13:00,2020-07-01 16:18:00,2020-07-01 16:23:00,2020-07-01 16:33:00,2020-07-01 16:38:00,2020-07-01 17:08:00,2020-07-01 17:13:00,2020-07-01 17:18:00,2020-07-01 17:23:00,2020-07-01 17:28:00,2020-07-01 17:33:00,2020-07-01 18:23:00,2020-07-01 18:33:00,2020-07-01 18:53:00,2020-07-01 18:58:00,
1575605,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 00:34:00,2020-07-01 00:39:00,2020-07-01 17:33:00,
1575604,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 00:34:00,2020-07-01 00:39:00,
645873,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 00:34:00,2020-07-01 00:39:00,
5659489,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 00:34:00,2020-07-01 00:39:00,
5659490,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 00:34:00,2020-07-01 00:39:00,
644457,2020-07-01 00:23:00,2020-07-01 21:23:00,2020-07-01 21:28:00,2020-07-01 21:33:00,2020-07-01 21:38:00,
1575603,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 00:34:00,2020-07-01 00:39:00,
5659488,2020-07-01 00:23:00,2020-07-01 00:28:00,2020-07-01 00:34:00,2020-07-01 00:39:00,2020-07-01 12:03:00,2020-07-01 21:18:00,2020-07-01 21:23:00,2020-07-01 21:28:00,2020-07-01 21:33:00,
4120380,2020-07-01 00:23:00,2020-07-01 04:23:00,2020-07-01 05:34:00,2020-07-01 05:38:00,2020-07-01 19:03:00,2020-07-01 19:38:00,2020-07-01 21:13:00,
1577854,2020-07-01 00:23:00,2020-07-01 01:53:00,2020-07-01 21:13:00,
647781,2020-07-01 00:39:00,
2141244,2020-07-01 00:39:00,
647782,2020-07-01 00:39:00,
653461,2020-07-01 00:39:00,2020-07-01 00:43:00,2020-07-01 03:49:00,2020-07-01 03:53:00,2020-07-01 03:58:00,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 15:13:00,2020-07-01 22:38:00,2020-07-01 22:43:00,2020-07-01 22:48:00,
1567035,2020-07-01 00:43:00,2020-07-01 03:03:00,2020-07-01 03:08:00,2020-07-01 03:13:00,2020-07-01 03:18:00,2020-07-01 03:23:00,
1576737,2020-07-01 00:43:00,2020-07-01 02:19:00,2020-07-01 02:23:00,2020-07-01 02:28:00,2020-07-01 02:33:00,2020-07-01 02:38:00,2020-07-01 02:43:00,2020-07-01 14:53:00,2020-07-01 14:58:00,2020-07-01 15:03:00,2020-07-01 16:13:00,
1548801,2020-07-01 00:48:00,
4139733,2020-07-01 00:53:00,2020-07-01 00:58:00,2020-07-01 01:03:00,
1556895,2020-07-01 00:53:00,
654052,2020-07-01 00:53:00,
642140,2020-07-01 00:58:00,2020-07-01 03:13:00,2020-07-01 10:13:00,2020-07-01 21:13:00,
4172822,2020-07-01 01:03:00,2020-07-01 01:08:00,2020-07-01 01:13:00,
6119951,2020-07-01 01:03:00,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 21:28:00,2020-07-01 21:33:00,
384766,2020-07-01 01:08:00,2020-07-01 01:13:00,2020-07-01 07:03:00,2020-07-01 08:58:00,2020-07-01 09:48:00,2020-07-01 14:23:00,
647637,2020-07-01 01:18:00,2020-07-01 01:23:00,2020-07-01 01:29:00,2020-07-01 01:33:00,2020-07-01 19:08:00,2020-07-01 19:13:00,
377420,2020-07-01 01:18:00,2020-07-01 01:23:00,2020-07-01 01:29:00,2020-07-01 01:33:00,2020-07-01 01:38:00,2020-07-01 01:43:00,2020-07-01 19:18:00,
6201130,2020-07-01 01:23:00,2020-07-01 01:29:00,2020-07-01 01:33:00,
3591463,2020-07-01 01:23:00,2020-07-01 01:29:00,2020-07-01 01:33:00,2020-07-01 01:38:00,2020-07-01 01:43:00,2020-07-01 01:48:00,2020-07-01 09:03:00,2020-07-01 10:08:00,2020-07-01 11:28:00,2020-07-01 11:33:00,2020-07-01 12:53:00,2020-07-01 13:28:00,2020-07-01 15:03:00,2020-07-01 15:28:00,2020-07-01 18:18:00,2020-07-01 18:53:00,2020-07-01 18:58:00,2020-07-01 19:53:00,2020-07-01 20:08:00,
6201131,2020-07-01 01:23:00,2020-07-01 01:29:00,2020-07-01 01:33:00,
4134786,2020-07-01 01:29:00,2020-07-01 01:33:00,2020-07-01 01:38:00,
4134787,2020-07-01 01:29:00,2020-07-01 01:33:00,2020-07-01 01:38:00,
2194388,2020-07-01 01:29:00,
2194389,2020-07-01 01:29:00,2020-07-01 16:43:00,
6201129,2020-07-01 01:29:00,2020-07-01 01:33:00,
647921,2020-07-01 01:33:00,2020-07-01 01:38:00,2020-07-01 01:43:00,2020-07-01 01:48:00,2020-07-01 01:53:00,2020-07-01 01:58:00,
2162392,2020-07-01 01:43:00,2020-07-01 17:23:00,2020-07-01 21:58:00,
2162391,2020-07-01 01:43:00,
2432002,2020-07-01 01:48:00,2020-07-01 01:53:00,2020-07-01 01:58:00,2020-07-01 02:03:00,2020-07-01 02:08:00,2020-07-01 02:13:00,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 07:38:00,2020-07-01 21:43:00,2020-07-01 21:48:00,2020-07-01 21:53:00,
1553014,2020-07-01 01:53:00,
396786,2020-07-01 02:03:00,2020-07-01 02:08:00,
650186,2020-07-01 02:03:00,2020-07-01 05:34:00,2020-07-01 11:33:00,2020-07-01 21:08:00,2020-07-01 22:08:00,2020-07-01 23:08:00,
1576665,2020-07-01 02:03:00,2020-07-01 02:08:00,2020-07-01 02:13:00,2020-07-01 02:19:00,2020-07-01 02:23:00,2020-07-01 02:28:00,2020-07-01 22:28:00,2020-07-01 22:33:00,2020-07-01 22:38:00,
654044,2020-07-01 02:13:00,
646596,2020-07-01 02:13:00,2020-07-01 02:19:00,2020-07-01 02:23:00,2020-07-01 02:28:00,2020-07-01 02:33:00,2020-07-01 06:19:00,2020-07-01 06:24:00,
654043,2020-07-01 02:13:00,
2161400,2020-07-01 02:19:00,2020-07-01 02:23:00,
652604,2020-07-01 02:19:00,2020-07-01 02:23:00,2020-07-01 02:28:00,2020-07-01 02:33:00,2020-07-01 02:38:00,2020-07-01 02:43:00,2020-07-01 06:19:00,2020-07-01 06:24:00,2020-07-01 07:13:00,2020-07-01 07:18:00,
2157177,2020-07-01 02:28:00,2020-07-01 02:33:00,2020-07-01 02:38:00,2020-07-01 09:18:00,2020-07-01 11:08:00,2020-07-01 12:58:00,2020-07-01 16:18:00,2020-07-01 17:48:00,2020-07-01 21:38:00,
1591326,2020-07-01 02:28:00,2020-07-01 02:33:00,2020-07-01 02:38:00,2020-07-01 02:43:00,2020-07-01 02:48:00,2020-07-01 02:54:00,
1576131,2020-07-01 02:33:00,2020-07-01 02:38:00,2020-07-01 02:43:00,2020-07-01 02:48:00,
5635816,2020-07-01 02:33:00,2020-07-01 02:38:00,2020-07-01 02:43:00,2020-07-01 02:48:00,2020-07-01 02:54:00,2020-07-01 05:03:00,2020-07-01 05:08:00,2020-07-01 05:13:00,2020-07-01 22:18:00,
5598150,2020-07-01 02:38:00,2020-07-01 02:43:00,2020-07-01 02:48:00,2020-07-01 02:54:00,2020-07-01 02:59:00,2020-07-01 03:03:00,
789216,2020-07-01 02:43:00,
1576130,2020-07-01 02:43:00,2020-07-01 02:48:00,
6949335,2020-07-01 02:48:00,2020-07-01 02:54:00,2020-07-01 02:59:00,2020-07-01 03:03:00,2020-07-01 03:08:00,
1576132,2020-07-01 02:48:00,
648295,2020-07-01 02:48:00,2020-07-01 02:54:00,2020-07-01 02:59:00,2020-07-01 03:03:00,
646950,2020-07-01 02:48:00,2020-07-01 02:54:00,2020-07-01 02:59:00,2020-07-01 03:03:00,2020-07-01 03:08:00,
646951,2020-07-01 02:48:00,2020-07-01 02:54:00,2020-07-01 02:59:00,2020-07-01 03:03:00,2020-07-01 06:53:00,
1589226,2020-07-01 02:54:00,2020-07-01 02:59:00,2020-07-01 03:03:00,2020-07-01 03:23:00,2020-07-01 04:59:00,2020-07-01 05:03:00,2020-07-01 05:08:00,2020-07-01 05:13:00,2020-07-01 05:18:00,2020-07-01 05:23:00,2020-07-01 06:19:00,2020-07-01 06:24:00,2020-07-01 06:28:00,2020-07-01 06:33:00,
2236004,2020-07-01 03:08:00,2020-07-01 03:13:00,2020-07-01 03:18:00,2020-07-01 19:48:00,
2141310,2020-07-01 03:18:00,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,2020-07-01 05:13:00,2020-07-01 05:18:00,2020-07-01 05:23:00,2020-07-01 05:28:00,2020-07-01 05:34:00,
1553037,2020-07-01 03:18:00,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,
2141311,2020-07-01 03:18:00,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,2020-07-01 05:13:00,2020-07-01 05:18:00,2020-07-01 05:23:00,2020-07-01 05:28:00,2020-07-01 05:34:00,
1556528,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,
646505,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,2020-07-01 03:43:00,
646506,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,2020-07-01 03:43:00,
646508,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,2020-07-01 03:43:00,
646499,2020-07-01 03:23:00,2020-07-01 03:28:00,2020-07-01 03:33:00,2020-07-01 03:38:00,2020-07-01 03:43:00,
1550315,2020-07-01 03:33:00,2020-07-01 03:38:00,2020-07-01 03:43:00,2020-07-01 03:49:00,2020-07-01 03:53:00,2020-07-01 03:58:00,
6801742,2020-07-01 03:53:00,2020-07-01 03:58:00,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,
2157182,2020-07-01 03:53:00,2020-07-01 03:58:00,
2157183,2020-07-01 03:53:00,2020-07-01 03:58:00,2020-07-01 04:03:00,
4139729,2020-07-01 03:58:00,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,
6949330,2020-07-01 03:58:00,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,
391514,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,
1575238,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,
890150,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,2020-07-01 21:43:00,
890151,2020-07-01 04:03:00,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,2020-07-01 21:38:00,2020-07-01 21:43:00,
4155956,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,2020-07-01 04:28:00,2020-07-01 04:33:00,
648076,2020-07-01 04:08:00,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,2020-07-01 04:28:00,2020-07-01 04:33:00,
890158,2020-07-01 04:13:00,2020-07-01 22:18:00,2020-07-01 22:23:00,2020-07-01 22:28:00,2020-07-01 22:33:00,
795210,2020-07-01 04:13:00,2020-07-01 04:18:00,2020-07-01 04:23:00,2020-07-01 04:28:00,2020-07-01 04:33:00,
646290,2020-07-01 04:18:00,2020-07-01 04:23:00,2020-07-01 04:28:00,2020-07-01 04:33:00,2020-07-01 04:38:00,2020-07-01 04:43:00,
390513,2020-07-01 04:23:00,2020-07-01 04:28:00,2020-07-01 04:33:00,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,
391250,2020-07-01 04:23:00,2020-07-01 04:28:00,2020-07-01 04:33:00,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,
391361,2020-07-01 04:28:00,2020-07-01 04:33:00,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,
3344379,2020-07-01 04:33:00,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,2020-07-01 04:53:00,
1553013,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,2020-07-01 04:53:00,2020-07-01 04:59:00,2020-07-01 05:03:00,
1553047,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,2020-07-01 04:53:00,2020-07-01 04:59:00,
1549556,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,
646922,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,
794532,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,
779978,2020-07-01 04:38:00,2020-07-01 04:43:00,2020-07-01 04:48:00,2020-07-01 04:53:00,2020-07-01 04:59:00,
388282,2020-07-01 04:43:00,2020-07-01 04:48:00,2020-07-01 04:53:00,2020-07-01 04:59:00,2020-07-01 05:03:00,2020-07-01 05:23:00,2020-07-01 05:28:00,2020-07-01 05:34:00,2020-07-01 05:38:00,2020-07-01 05:43:00,2020-07-01 21:28:00,2020-07-01 23:23:00,2020-07-01 23:28:00,
1548806,2020-07-01 04:43:00,2020-07-01 04:48:00,
397037,2020-07-01 04:43:00,2020-07-01 04:48:00,
397020,2020-07-01 04:43:00,2020-07-01 04:48:00,
1549547,2020-07-01 04:53:00,2020-07-01 04:59:00,2020-07-01 05:03:00,2020-07-01 05:08:00,
789741,2020-07-01 04:53:00,2020-07-01 04:59:00,2020-07-01 05:03:00,2020-07-01 05:08:00,
3591442,2020-07-01 04:53:00,2020-07-01 04:59:00,2020-07-01 05:03:00,2020-07-01 05:08:00,2020-07-01 05:13:00,2020-07-01 10:08:00,
646594,2020-07-01 04:59:00,2020-07-01 05:03:00,2020-07-01 05:08:00,2020-07-01 05:13:00,2020-07-01 05:18:00,
1577313,2020-07-01 05:03:00,
5633046,2020-07-01 05:08:00,
5702484,2020-07-01 05:08:00,2020-07-01 14:28:00,
1579747,2020-07-01 05:18:00,2020-07-01 05:23:00,
1591998,2020-07-01 05:18:00,2020-07-01 05:23:00,2020-07-01 05:28:00,2020-07-01 05:34:00,2020-07-01 05:38:00,2020-07-01 05:43:00,
1548813,2020-07-01 05:18:00,
1548814,2020-07-01 05:18:00,
5843132,2020-07-01 05:18:00,2020-07-01 05:23:00,2020-07-01 05:28:00,2020-07-01 05:34:00,2020-07-01 05:38:00,2020-07-01 05:43:00,2020-07-01 14:23:00,
1579096,2020-07-01 05:18:00,2020-07-01 05:23:00,
4139823,2020-07-01 05:23:00,2020-07-01 05:28:00,2020-07-01 05:34:00,2020-07-01 05:38:00,2020-07-01 05:43:00,
4124262,2020-07-01 05:23:00,2020-07-01 05:28:00,2020-07-01 05:34:00,2020-07-01 05:38:00,2020-07-01 05:43:00,2020-07-01 06:19:00,2020-07-01 13:08:00,2020-07-01 19:13:00,2020-07-01 23:13:00,
4139826,2020-07-01 05:23:00,
1557383,2020-07-01 05:28:00,
1553046,2020-07-01 05:28:00,2020-07-01 05:34:00,2020-07-01 05:38:00,2020-07-01 05:43:00,2020-07-01 05:51:00,2020-07-01 16:58:00,2020-07-01 17:03:00,2020-07-01 17:08:00,2020-07-01 19:58:00,
377939,2020-07-01 05:28:00,
1556857,2020-07-01 05:28:00,
385706,2020-07-01 05:28:00,
377940,2020-07-01 05:28:00,
1589992,2020-07-01 05:38:00,2020-07-01 06:19:00,2020-07-01 06:24:00,
1590051,2020-07-01 05:43:00,
1555992,2020-07-01 05:43:00,
2192199,2020-07-01 05:43:00,
384767,2020-07-01 05:51:00,2020-07-01 08:48:00,2020-07-01 11:28:00,2020-07-01 20:03:00,2020-07-01 20:08:00,
866584,2020-07-01 05:54:00,2020-07-01 05:58:00,2020-07-01 06:03:00,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 22:58:00,2020-07-01 23:03:00,2020-07-01 23:08:00,
866585,2020-07-01 05:54:00,2020-07-01 05:58:00,2020-07-01 06:03:00,2020-07-01 06:08:00,2020-07-01 06:13:00,
877914,2020-07-01 05:54:00,2020-07-01 05:58:00,2020-07-01 06:03:00,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 22:43:00,2020-07-01 22:48:00,2020-07-01 22:53:00,2020-07-01 22:58:00,2020-07-01 23:03:00,2020-07-01 23:08:00,
3591445,2020-07-01 05:58:00,
3591436,2020-07-01 06:08:00,
2546314,2020-07-01 06:08:00,2020-07-01 08:23:00,2020-07-01 09:58:00,2020-07-01 15:03:00,2020-07-01 20:48:00,2020-07-01 23:28:00,
5837341,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 06:19:00,2020-07-01 06:24:00,2020-07-01 06:28:00,2020-07-01 21:03:00,
646552,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 06:19:00,
1582359,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 06:19:00,2020-07-01 06:24:00,2020-07-01 06:28:00,
1582360,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 06:19:00,2020-07-01 06:24:00,2020-07-01 06:28:00,
2892690,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 10:43:00,2020-07-01 12:43:00,2020-07-01 19:38:00,2020-07-01 22:03:00,
4145006,2020-07-01 06:08:00,2020-07-01 06:13:00,2020-07-01 06:38:00,2020-07-01 06:43:00,2020-07-01 07:23:00,2020-07-01 12:43:00,
391525,2020-07-01 06:13:00,
1589991,2020-07-01 06:19:00,2020-07-01 06:24:00,
6195114,2020-07-01 06:19:00,2020-07-01 06:24:00,2020-07-01 06:28:00,
5874023,2020-07-01 06:28:00,2020-07-01 06:33:00,2020-07-01 22:18:00,2020-07-01 22:23:00,
5702483,2020-07-01 06:28:00,2020-07-01 12:23:00,2020-07-01 12:38:00,2020-07-01 12:43:00,2020-07-01 12:48:00,2020-07-01 14:28:00,2020-07-01 15:03:00,2020-07-01 16:03:00,2020-07-01 20:13:00,2020-07-01 20:58:00,
642139,2020-07-01 06:33:00,
652605,2020-07-01 06:33:00,2020-07-01 06:38:00,
2892689,2020-07-01 06:33:00,2020-07-01 06:38:00,2020-07-01 10:18:00,2020-07-01 14:18:00,2020-07-01 14:53:00,2020-07-01 14:58:00,2020-07-01 19:53:00,2020-07-01 20:53:00,2020-07-01 22:03:00,2020-07-01 22:13:00,
389353,2020-07-01 06:33:00,2020-07-01 06:38:00,2020-07-01 08:23:00,2020-07-01 08:28:00,2020-07-01 08:33:00,2020-07-01 08:38:00,2020-07-01 08:43:00,2020-07-01 15:28:00,
5963006,2020-07-01 06:33:00,2020-07-01 06:38:00,2020-07-01 11:23:00,2020-07-01 12:03:00,2020-07-01 16:03:00,2020-07-01 16:08:00,2020-07-01 17:08:00,2020-07-01 20:08:00,2020-07-01 21:13:00,
7021277,2020-07-01 06:33:00,2020-07-01 08:48:00,2020-07-01 11:18:00,2020-07-01 13:23:00,2020-07-01 15:38:00,
1558467,2020-07-01 06:38:00,2020-07-01 06:43:00,
791637,2020-07-01 06:43:00,
5855305,2020-07-01 06:43:00,
6219396,2020-07-01 06:43:00,2020-07-01 08:08:00,2020-07-01 19:43:00,2020-07-01 22:38:00,
1551052,2020-07-01 06:48:00,2020-07-01 06:53:00,2020-07-01 20:13:00,2020-07-01 23:43:00,2020-07-01 23:48:00,2020-07-01 23:53:00,
2153169,2020-07-01 06:58:00,2020-07-01 07:03:00,2020-07-01 07:08:00,
1552671,2020-07-01 07:08:00,
1556745,2020-07-01 07:08:00,
5842989,2020-07-01 07:13:00,2020-07-01 08:48:00,2020-07-01 14:18:00,2020-07-01 17:48:00,
5837340,2020-07-01 07:13:00,2020-07-01 07:18:00,2020-07-01 07:23:00,2020-07-01 07:28:00,
1551885,2020-07-01 07:13:00,2020-07-01 07:18:00,
1551884,2020-07-01 07:13:00,2020-07-01 07:18:00,
647611,2020-07-01 07:13:00,
646334,2020-07-01 07:18:00,2020-07-01 07:23:00,
5855306,2020-07-01 07:18:00,
646335,2020-07-01 07:23:00,
784839,2020-07-01 07:23:00,
